id,score_tag,agreement,subjectivity,confidence,irony,anger,joy,fear,sadness,surprise,class
2,undefined,undefined,undefined,undefined,undefined,0.539577842,0.050648946,0.070406556,0.272673249,0.06669347,?
3,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.313149333,0.39345926,0.108858101,0.152748317,0.031784937,?
4,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.483143717,0.242225736,0.06222827,0.147664845,0.064737462,?
5,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.26519081,0.214545012,0.057404779,0.351983905,0.110875465,?
6,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.154154599,0.330732554,0.04854298,0.35219565,0.11437425,?
7,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.451633811,0.034539882,0.061352611,0.353282005,0.099191673,?
8,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.299358755,0.048610944,0.168820977,0.392953992,0.090255335,?
9,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.319808483,0.046585832,0.098387867,0.358640879,0.176576957,?
10,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.016089814,0.272701055,0.026452221,0.046061374,0.638695538,?
11,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.159521475,0.220516711,0.049395643,0.452890366,0.117675826,?
12,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.010640161,0.209012911,0.00597006,0.016526872,0.757850051,?
13,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.368632317,0.119480304,0.06035354,0.310810179,0.140723675,?
14,NEU,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.003578663,0.023787688,0.003805692,0.009955727,0.958872199,?
15,P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.213626668,0.093487874,0.037829652,0.331630975,0.323424816,?
16,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.231735826,0.098383166,0.33495158,0.240817279,0.094112113,?
17,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.260061175,0.27709958,0.057162963,0.25661388,0.149062365,?
18,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.591947138,0.025509121,0.028497063,0.212704867,0.141341865,?
19,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.326745391,0.235080987,0.10733287,0.312012255,0.018828467,?
20,P,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.173326716,0.29910937,0.318721652,0.150010854,0.058831427,?
21,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.320629239,0.23109746,0.109817512,0.296462476,0.041993313,?
22,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.049712621,0.535766423,0.036904901,0.10463772,0.272978306,?
23,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.151240498,0.367863238,0.095890388,0.344197035,0.040808819,?
24,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.421206534,0.122194991,0.028520301,0.236818343,0.191259831,?
25,P,DISAGREEMENT,SUBJECTIVE,89,NONIRONIC,0.351106405,0.434719205,0.023257658,0.124677017,0.066239715,?
26,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.010523803,0.028370969,0.006711685,0.025884107,0.928509414,?
27,N+,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.641926885,0.033469852,0.059893321,0.250663757,0.014046185,?
28,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.337213159,0.172113255,0.044972323,0.229848951,0.21585232,?
29,P,AGREEMENT,SUBJECTIVE,80,IRONIC,0.170383021,0.340617836,0.231261611,0.210231513,0.047506031,?
30,P,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.091007538,0.402065754,0.105221882,0.185160071,0.216544747,?
31,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.018481499,0.056884587,0.00888808,0.052896775,0.862848997,?
32,N+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.394111246,0.180537045,0.075295895,0.277506948,0.072548822,?
33,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.220023707,0.224003732,0.034645908,0.469939739,0.051386878,?
34,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.206519485,0.199639708,0.045709681,0.25063917,0.297491968,?
35,N+,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.014255622,0.1739178,0.029756701,0.051854931,0.730214953,?
36,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.234733611,0.209734708,0.125339061,0.408883035,0.02130961,?
37,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.402140439,0.127415895,0.053915836,0.351835608,0.064692184,?
38,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.555330873,0.031133285,0.051404603,0.351800025,0.010331186,?
39,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.245629117,0.19023329,0.138946682,0.317631721,0.107559189,?
40,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.648396611,0.03407938,0.042562753,0.240778446,0.034182791,?
41,undefined,undefined,undefined,undefined,undefined,0.424439192,0.021916214,0.029962137,0.355254531,0.168427899,?
42,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.140784025,0.262425393,0.128458515,0.374162853,0.094169229,?
43,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.04179259,0.541713715,0.115060933,0.095392838,0.206039906,?
44,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.257144988,0.164750308,0.038645457,0.501287222,0.038172025,?
45,N,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.196998894,0.049929634,0.512600839,0.217626333,0.022844244,?
46,N,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.165844172,0.234364688,0.221947342,0.352504373,0.025339378,?
47,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.132980853,0.025503244,0.041995805,0.310779035,0.4887411,?
48,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.174284458,0.135006964,0.050805159,0.222097322,0.417806089,?
49,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.165066332,0.268990427,0.031893454,0.349874109,0.18417573,?
50,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.764169812,0.045817811,0.037904121,0.122171663,0.029936546,?
51,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.395855427,0.117386535,0.041940801,0.373445034,0.071372181,?
52,P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.149748534,0.202693164,0.033099785,0.280938208,0.333520293,?
53,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.296110094,0.059683301,0.049979139,0.106773697,0.487453759,?
54,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.51738131,0.088736922,0.052724577,0.301530927,0.039626293,?
55,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.035371076,0.398250461,0.034587141,0.074405931,0.457385361,?
56,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.312731862,0.124180436,0.213196725,0.271344692,0.078546308,?
57,P+,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.087403797,0.154982328,0.090343088,0.14563334,0.52163744,?
58,P,AGREEMENT,SUBJECTIVE,85,IRONIC,0.032374695,0.55862236,0.031134959,0.08188808,0.295979857,?
59,P+,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.688310027,0.075930245,0.069715999,0.123209506,0.042834267,?
60,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.153717756,0.086834177,0.12387035,0.366799116,0.268778563,?
61,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.515148997,0.090095252,0.087995626,0.228506342,0.078253761,?
62,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.049610149,0.354667485,0.085068211,0.116609305,0.394044846,?
63,undefined,undefined,undefined,undefined,undefined,0.552291334,0.109386392,0.066074453,0.206719369,0.065528423,?
64,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.179427668,0.154071018,0.348550528,0.200504228,0.117446564,?
65,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.034619354,0.321261764,0.023207597,0.077678159,0.543233156,?
66,undefined,undefined,undefined,undefined,undefined,0.026820637,0.495480031,0.03195288,0.076608583,0.369137883,?
67,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.112468034,0.224142805,0.030486943,0.082786247,0.550115943,?
68,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.61438638,0.074517697,0.058763251,0.229044899,0.023287751,?
69,P+,DISAGREEMENT,SUBJECTIVE,89,NONIRONIC,0.03672868,0.263349921,0.013409775,0.053993609,0.632518053,?
70,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.11975567,0.048123922,0.048912082,0.57687968,0.206328601,?
71,N,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.426762998,0.131446436,0.109417386,0.298963249,0.033409912,?
72,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.307453841,0.253567427,0.060730632,0.343962997,0.034285065,?
73,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.164469242,0.352774918,0.130456895,0.209824577,0.142474398,?
74,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.101620317,0.317643821,0.11824362,0.226269931,0.236222327,?
75,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.01837204,0.425746679,0.010581871,0.040053185,0.505246282,?
76,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.440443635,0.100689948,0.088612303,0.273879349,0.09637475,?
77,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.06079109,0.620280504,0.021457877,0.162318289,0.135152251,?
78,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.517960846,0.083086379,0.023375146,0.293055594,0.082522079,?
79,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.06583485,0.722020984,0.037043802,0.083044782,0.092055559,?
80,undefined,undefined,undefined,undefined,undefined,0.648454726,0.058442079,0.152062923,0.127816349,0.013223888,?
81,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.103880405,0.606851339,0.078373924,0.135350555,0.075543761,?
82,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.541899562,0.036783077,0.059829671,0.252831906,0.108655721,?
83,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.456304669,0.073525496,0.050929196,0.250455379,0.168785185,?
84,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.360441208,0.225904465,0.102985173,0.292005956,0.018663151,?
85,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.011858595,0.187660575,0.010243222,0.012264175,0.777973413,?
86,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.113079414,0.085604802,0.481580108,0.204434752,0.115300931,?
87,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.011329486,0.535479307,0.014273254,0.068377808,0.370540112,?
88,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.325015903,0.097260542,0.090406209,0.446722776,0.040594555,?
89,undefined,undefined,undefined,undefined,undefined,0.592380047,0.157420829,0.067316443,0.118391283,0.064491361,?
90,N,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.157403335,0.154956415,0.181732371,0.451254159,0.054653715,?
91,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.243115842,0.174631983,0.051890418,0.361860961,0.168500796,?
92,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.01454465,0.559903026,0.022823537,0.073432267,0.329296589,?
93,P,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.341388643,0.095200807,0.082646951,0.413944602,0.066819005,?
94,undefined,undefined,undefined,undefined,undefined,0.038615622,0.558453083,0.041290443,0.106792808,0.254848093,?
95,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.071084648,0.183410078,0.135227591,0.147501528,0.462776214,?
96,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.170897633,0.589676499,0.034694664,0.138433278,0.066297993,?
97,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.204038173,0.051372096,0.047799014,0.4362638,0.260526896,?
98,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.260253191,0.25373745,0.042109698,0.347710937,0.096188724,?
99,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.548629701,0.126945913,0.073406428,0.204009518,0.047008466,?
100,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.356177777,0.179364383,0.043812543,0.237238765,0.183406487,?
101,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.493942142,0.113279119,0.036778852,0.288033903,0.067965969,?
102,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.087242864,0.295738578,0.061327215,0.100061938,0.455629468,?
103,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.352785856,0.059604824,0.111798212,0.366464645,0.109346516,?
104,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.160903484,0.368966013,0.160867542,0.184015185,0.125247762,?
105,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.499354303,0.161447182,0.063682735,0.256982267,0.018533528,?
106,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.030264001,0.454785347,0.172827378,0.117479026,0.224644229,?
107,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.102685839,0.042200077,0.749267697,0.09220767,0.013638784,?
108,NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.50552392,0.113348924,0.054909837,0.276420295,0.049796976,?
109,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.060281575,0.137715027,0.041352607,0.128141105,0.632509589,?
110,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.248980522,0.022759374,0.068065315,0.512155116,0.148039684,?
111,P+,AGREEMENT,SUBJECTIVE,82,IRONIC,0.442123085,0.136354178,0.038587201,0.261984974,0.120950557,?
112,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.331577063,0.21631223,0.11303407,0.260516793,0.078559816,?
113,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.166146815,0.03421472,0.197914451,0.540816307,0.060907725,?
114,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.48007834,0.113387167,0.134957448,0.240005374,0.031571701,?
115,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.00968617,0.615048528,0.084527433,0.041364789,0.249373019,?
116,undefined,undefined,undefined,undefined,undefined,0.547810316,0.064717315,0.02973867,0.253010333,0.104723357,?
117,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.573841512,0.043425892,0.037563503,0.327453852,0.017715186,?
118,N,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.378401279,0.069234982,0.030015649,0.353729963,0.168618143,?
119,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.086768083,0.016747627,0.065493241,0.251126528,0.579864502,?
120,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.224749088,0.187242284,0.077974163,0.244487643,0.265546829,?
121,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.741271377,0.019306496,0.014117277,0.176524043,0.048780754,?
122,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.16642198,0.279012114,0.287211895,0.188121647,0.079232387,?
123,N+,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.591376901,0.067388892,0.063608736,0.230357498,0.047267936,?
124,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.346103847,0.022894781,0.200582743,0.412834615,0.017584028,?
125,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.53271687,0.12559244,0.029293234,0.25693664,0.055460848,?
126,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.8789258,0.030573269,0.008374508,0.070520215,0.011606232,?
127,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.677536905,0.018588034,0.079025656,0.208167776,0.016681602,?
128,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.025327887,0.225855023,0.01297187,0.05527737,0.680567801,?
129,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.5993011,0.044548687,0.057239644,0.28594923,0.01296129,?
130,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.167334259,0.016886812,0.250953913,0.370744586,0.194080427,?
131,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.559649646,0.030715154,0.060264256,0.214697301,0.13467367,?
132,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.426922292,0.110164471,0.138152361,0.318322062,0.006438794,?
133,NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.481821567,0.050239839,0.029761096,0.397348225,0.040829282,?
134,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.279289186,0.082400687,0.090924658,0.353219509,0.19416596,?
135,P+,AGREEMENT,SUBJECTIVE,96,NONIRONIC,0.027723502,0.855703831,0.021260519,0.047286242,0.048025969,?
136,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.305362284,0.238707617,0.050446242,0.348843396,0.056640461,?
137,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.461314261,0.041923851,0.066430889,0.39370361,0.03662743,?
138,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.60460341,0.083264358,0.040598061,0.231077299,0.040456925,?
139,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.41110453,0.156007767,0.07103657,0.313071132,0.048780039,?
140,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.174572334,0.043084238,0.230794936,0.531846583,0.019701973,?
141,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.727654755,0.008558593,0.012047254,0.18778348,0.063955896,?
142,N+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.419809163,0.0587149,0.030080117,0.447136551,0.044259336,?
143,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.516755104,0.060704317,0.048543543,0.324349701,0.049647346,?
144,N,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.678324997,0.0094494,0.015394947,0.246924907,0.049905717,?
145,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.22367467,0.244964808,0.11030826,0.158524632,0.262527585,?
146,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.155854002,0.347166896,0.052975699,0.280509889,0.163493514,?
147,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.534483433,0.027513862,0.120275088,0.281419665,0.03630792,?
148,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.225314364,0.203902781,0.270831048,0.271499336,0.028452478,?
149,undefined,undefined,undefined,undefined,undefined,0.200470656,0.053116769,0.072174571,0.629525185,0.044712834,?
150,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.023338744,0.284905523,0.039377645,0.131085634,0.521292448,?
151,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.21661514,0.154812887,0.041424438,0.432330817,0.154816717,?
152,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.161136076,0.033771187,0.050009668,0.138663486,0.616419613,?
153,undefined,undefined,undefined,undefined,undefined,0.621622264,0.029563813,0.077141263,0.242835283,0.028837346,?
154,P,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.530221403,0.216683075,0.043017674,0.15518406,0.054893732,?
155,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.313435853,0.281430513,0.117064588,0.259214401,0.028854663,?
156,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.351145923,0.053540915,0.103319943,0.383608222,0.108385012,?
157,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.587528169,0.031324036,0.11716041,0.246708959,0.017278366,?
158,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.551624417,0.098940931,0.031743318,0.293351263,0.024340076,?
159,N,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.134774864,0.284536988,0.115205944,0.334828377,0.130653784,?
160,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.013706439,0.602865338,0.013525717,0.036123004,0.333779514,?
161,undefined,undefined,undefined,undefined,undefined,0.066088356,0.173977405,0.024789894,0.168278903,0.566865444,?
162,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.091710448,0.219331205,0.112092905,0.522202015,0.054663472,?
163,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.348793864,0.061947428,0.025252821,0.287540704,0.276465207,?
164,N+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.356335312,0.036114559,0.020449286,0.419485748,0.167615101,?
165,undefined,undefined,undefined,undefined,undefined,0.16028665,0.145066515,0.142618224,0.476273865,0.075754724,?
166,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.022901967,0.325100839,0.01617112,0.027669882,0.608156204,?
167,undefined,undefined,undefined,undefined,undefined,0.199138448,0.215686649,0.056528226,0.128951102,0.399695575,?
168,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.501834989,0.039312508,0.05056956,0.231509283,0.176773652,?
169,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.146938741,0.081709355,0.037660398,0.629042149,0.104649402,?
170,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.201375961,0.248212039,0.039458573,0.32384181,0.187111586,?
171,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.673115611,0.086038217,0.071751781,0.144249097,0.02484528,?
172,P+,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.230248064,0.280660927,0.044739369,0.295659721,0.148691908,?
173,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.149874598,0.473318964,0.057396196,0.262990773,0.056419484,?
174,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.016127994,0.677466393,0.055497311,0.044578053,0.20633027,?
175,undefined,undefined,undefined,undefined,undefined,0.535957336,0.11044503,0.039508566,0.266976714,0.047112353,?
176,N,DISAGREEMENT,SUBJECTIVE,72,IRONIC,0.17975755,0.146912381,0.322516114,0.277076066,0.073737904,?
177,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.563281298,0.094930574,0.034527726,0.195605785,0.111654639,?
178,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.561586022,0.078329831,0.043441966,0.24841243,0.068229727,?
179,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.161316574,0.185587198,0.111506492,0.366481364,0.175108403,?
180,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.399139464,0.009199776,0.083599746,0.492949605,0.015111404,?
181,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.104667597,0.408121169,0.025016401,0.078473359,0.38372153,?
182,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.003389275,0.324231744,0.010102675,0.016634775,0.645641565,?
183,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.05112315,0.353102535,0.04472338,0.058845475,0.492205441,?
184,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.106361918,0.42952019,0.107234277,0.172379971,0.184503645,?
185,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.579552174,0.020549541,0.030071124,0.355579108,0.014248099,?
186,undefined,undefined,undefined,undefined,undefined,0.353385329,0.049162839,0.148350969,0.308767289,0.140333548,?
187,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.43657124,0.081104554,0.084263414,0.31419456,0.083866194,?
188,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.08007478,0.485059917,0.047428042,0.193740547,0.193696767,?
189,undefined,undefined,undefined,undefined,undefined,0.251193732,0.234255135,0.051234789,0.385821581,0.077494793,?
190,P+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.08692047,0.400284708,0.025775513,0.072837479,0.414181799,?
191,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.091460973,0.423195481,0.042714439,0.323780298,0.11884883,?
192,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.218316823,0.102383628,0.03622707,0.527989447,0.115083069,?
193,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.05798512,0.290305972,0.02133479,0.180339947,0.450034142,?
194,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.653600395,0.021907257,0.02554228,0.189998746,0.10895136,?
195,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.300920993,0.13081421,0.145092905,0.39952755,0.023644308,?
196,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.038856734,0.549661815,0.049089689,0.171671063,0.190720722,?
197,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.104948059,0.137951374,0.187535286,0.305603147,0.26396215,?
198,P+,AGREEMENT,SUBJECTIVE,87,IRONIC,0.352422714,0.17003262,0.142683938,0.28411454,0.050746202,?
199,P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.020730622,0.240578607,0.035054687,0.044353735,0.659282446,?
200,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.337507516,0.299470812,0.018463306,0.126854077,0.217704296,?
201,undefined,undefined,undefined,undefined,undefined,0.632988632,0.015716091,0.073088542,0.247561425,0.030645255,?
202,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.52361095,0.073632598,0.083868742,0.288938165,0.029949524,?
203,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.023750346,0.306192666,0.013866969,0.140488878,0.515701175,?
204,undefined,undefined,undefined,undefined,undefined,0.337691307,0.124125712,0.039237913,0.429783165,0.069161922,?
205,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.511265576,0.044810839,0.03888306,0.306671083,0.098369464,?
206,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.193087056,0.145933926,0.389122784,0.246908098,0.024948156,?
207,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.429700911,0.203485832,0.101221621,0.196245581,0.069346033,?
208,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.646144509,0.051689144,0.026315296,0.180871248,0.0949798,?
209,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.336189419,0.036134176,0.073143192,0.464351058,0.090182178,?
210,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.412188411,0.157969579,0.076976411,0.315323591,0.037541959,?
211,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.167412668,0.292369604,0.121403426,0.321782947,0.097031303,?
212,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.779754221,0.014372346,0.050378527,0.14117457,0.01432035,?
213,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.179668248,0.25538826,0.244884223,0.163633108,0.156426102,?
214,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.075603642,0.263363212,0.049045596,0.195000261,0.41698733,?
215,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.59832263,0.054315381,0.104262307,0.197753772,0.04534588,?
216,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.611098886,0.045083933,0.067882635,0.258814603,0.017119883,?
217,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.263510883,0.13881211,0.061793972,0.412321925,0.123561084,?
218,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.506225765,0.123429954,0.087826051,0.250975043,0.03154318,?
