id,score_tag,agreement,subjectivity,confidence,irony,anger,joy,fear,sadness,surprise,word_number,class
1539,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.171260625,0.090369917,0.060715873,0.648551822,0.029101755,739,3
1540,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.112419531,0.522836566,0.073681042,0.195186913,0.095875978,39,3
1541,NEU,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.295471132,0.083051346,0.075680092,0.462640584,0.083156861,75,3
1542,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.572289109,0.049605355,0.037446667,0.248875514,0.091783352,56,3
1543,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.212863281,0.2787956,0.080700368,0.333006054,0.094634682,68,3
1544,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.36041379,0.128985286,0.059964553,0.422755033,0.027881369,84,3
1545,P,AGREEMENT,SUBJECTIVE,88,IRONIC,0.268517196,0.026425572,0.061178207,0.377429426,0.266449571,94,3
1546,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.224251807,0.447900265,0.032085303,0.23299405,0.062768616,61,3
1547,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.032882869,0.639284968,0.058425374,0.104372472,0.165034354,52,3
1548,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.156327188,0.153958768,0.348219931,0.313100427,0.028393654,61,3
1549,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.358506203,0.124385148,0.064518109,0.297813952,0.154776528,128,3
1550,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.51728636,0.072458178,0.101919867,0.26902616,0.039309505,64,3
1551,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.648482025,0.093276888,0.041407682,0.207488239,0.009345171,233,3
1552,P,DISAGREEMENT,SUBJECTIVE,72,IRONIC,0.19058606,0.162371784,0.064909935,0.554313481,0.027818747,91,3
1553,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.055502698,0.519677401,0.258906722,0.096088387,0.069824822,112,3
1554,NEU,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.242082566,0.143693164,0.191208288,0.389470994,0.033544973,41,3
1555,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.173092037,0.236878127,0.083216444,0.360249102,0.146564305,32,3
1556,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.149776414,0.288927913,0.047750674,0.235281274,0.278263777,137,3
1557,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.41866672,0.110773936,0.239518732,0.186744809,0.044295777,134,3
1558,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.091561727,0.543110609,0.139322296,0.1460765,0.07992886,75,3
1559,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.446749389,0.141173795,0.065859765,0.310286134,0.035930894,379,3
1560,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.699992299,0.047381107,0.030357797,0.182008803,0.040259998,141,3
1561,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.626148224,0.047711603,0.112153575,0.187181011,0.0268056,107,3
1562,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.795720816,0.019792102,0.013187117,0.161672249,0.009627691,235,3
1563,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.609729707,0.078408636,0.075454362,0.214963645,0.021443632,117,3
1564,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.258943975,0.206704795,0.048861213,0.277351797,0.208138198,121,3
1565,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.344982207,0.041439492,0.127990991,0.315902233,0.169685096,55,3
1566,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.457783967,0.0450099,0.047424592,0.310454428,0.139327094,124,3
1567,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.363074481,0.055129115,0.050896689,0.505253613,0.025646137,72,3
1568,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.237894565,0.292188555,0.163763657,0.253261536,0.052891672,102,3
1569,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.375103772,0.101567104,0.103564009,0.369462609,0.050302498,124,3
1570,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.268539786,0.142435282,0.051125534,0.454126507,0.083772875,121,3
1571,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.395534098,0.149823368,0.093040377,0.235908478,0.125693679,77,3
1572,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.47169891,0.265322655,0.0424085,0.164668232,0.055901762,122,3
1573,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.618052661,0.058533091,0.058590353,0.203043118,0.061780769,93,3
1574,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.277089328,0.103516847,0.08227656,0.367281139,0.169836178,73,3
1575,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.287667006,0.35110122,0.06889338,0.256346732,0.03599168,241,3
1576,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.406685114,0.173568338,0.104439497,0.261198252,0.054108743,122,3
1577,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.206192344,0.199769303,0.181777686,0.27191326,0.140347406,74,3
1578,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.361266941,0.130312473,0.10239552,0.365788072,0.040236969,118,3
1579,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.415387273,0.047752656,0.073906049,0.310671806,0.152282178,54,3
1580,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.512761474,0.103643581,0.061885264,0.252742708,0.068967007,102,3
1581,P+,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.34319225,0.295580477,0.10985668,0.222547978,0.028822597,84,3
1582,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.535541892,0.091122098,0.042410549,0.223247051,0.107678428,96,3
1583,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.441096127,0.080392584,0.07614015,0.354113877,0.04825728,148,3
1584,NEU,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.608479977,0.032326132,0.204634622,0.137875438,0.016683834,38,3
1585,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.344094813,0.283594191,0.056314912,0.175347298,0.140648797,51,3
1586,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.072199091,0.181492746,0.050851334,0.197402015,0.498054832,65,3
1587,P+,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.239151135,0.073212609,0.087860435,0.525689483,0.074086413,87,3
1588,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.144129306,0.408134013,0.12501514,0.175961286,0.14676027,376,3
1589,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.488174438,0.115329802,0.043282747,0.31184265,0.041370336,221,3
1590,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.497234464,0.074879751,0.063973002,0.27165693,0.092255786,314,3
1591,N,DISAGREEMENT,SUBJECTIVE,71,IRONIC,0.112698644,0.375817358,0.060996979,0.313017607,0.137469381,324,3
1592,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.222905487,0.090477362,0.047534551,0.325324625,0.313757986,241,3
1593,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.278911471,0.108807124,0.05705804,0.469846398,0.085376956,158,3
1594,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.312640369,0.1535272,0.079025365,0.400694907,0.054112155,312,3
1595,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.617002487,0.122564092,0.081846014,0.167821392,0.010765936,107,3
1596,N+,DISAGREEMENT,SUBJECTIVE,69,IRONIC,0.093043305,0.589622378,0.040657528,0.196152061,0.080524772,77,3
1597,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.724547148,0.051315062,0.015063747,0.157666072,0.051407989,119,3
1598,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.627317488,0.069158822,0.047961053,0.190822452,0.064740159,74,3
1599,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.482042879,0.116583146,0.04040885,0.332517624,0.02844754,70,3
1600,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.231993139,0.479661524,0.055385623,0.191363901,0.041595787,474,3
1601,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.535872579,0.098992862,0.13344714,0.193656325,0.038031168,99,3
1602,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.389455348,0.060454667,0.021340981,0.308936894,0.219812125,68,3
1603,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.464349896,0.122016802,0.070203885,0.283422887,0.060006529,95,3
1604,P,AGREEMENT,SUBJECTIVE,87,IRONIC,0.481017947,0.097075596,0.101152867,0.295006573,0.025746925,189,3
1605,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.348760545,0.093774401,0.064646378,0.438950598,0.053868115,108,3
1606,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.665830314,0.017896544,0.027520336,0.233936444,0.054816324,216,3
1607,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.462755263,0.146705762,0.031673755,0.28842485,0.070440382,41,3
1608,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.206677318,0.260379523,0.159329608,0.314698517,0.058915008,286,3
1609,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.447375655,0.109884575,0.21038796,0.176100537,0.056251273,124,3
1610,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.546434999,0.051031236,0.050373547,0.295637846,0.056522381,62,3
1611,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.468892038,0.144717783,0.063221641,0.308276802,0.014891744,64,3
1612,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.407893777,0.154967323,0.074391611,0.267045707,0.095701523,87,3
1613,P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.24182716,0.115406409,0.047008805,0.523454428,0.072303109,56,3
1614,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.66954267,0.081148177,0.058792088,0.179789186,0.010727921,159,3
1615,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.699706137,0.025273124,0.035105649,0.197352469,0.0425626,337,3
1616,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.14273864,0.264763027,0.066544943,0.178026661,0.347926736,117,3
1617,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.501704574,0.108082257,0.058744337,0.294969678,0.036499109,114,3
1618,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.581430316,0.052865677,0.072153091,0.256746382,0.036804516,101,3
1619,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.372945935,0.061634623,0.154208019,0.337912589,0.073298797,106,3
1620,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.746207237,0.056113709,0.052306771,0.100402541,0.044969741,127,3
1621,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.545481205,0.053581286,0.121025309,0.266646385,0.013265863,206,3
1622,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.412837267,0.321923345,0.069385141,0.178280726,0.017573481,32,3
1623,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.209283963,0.405546576,0.075028718,0.17841734,0.131723464,47,3
1624,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.41892913,0.084642537,0.114994526,0.227482527,0.153951272,158,3
1625,P+,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.491312981,0.099656999,0.072127044,0.311692655,0.02521031,338,3
1626,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.384318501,0.247239441,0.069258891,0.239387885,0.059795324,160,3
1627,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.315244734,0.268237144,0.115259983,0.271450728,0.029807441,128,3
1628,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.105671972,0.111169115,0.075176895,0.522418499,0.18556349,127,3
1629,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.306014299,0.142791077,0.130334437,0.364609897,0.05625027,31,3
1630,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.38663727,0.196089208,0.130525559,0.274213672,0.012534287,69,3
1631,P,DISAGREEMENT,OBJECTIVE,83,NONIRONIC,0.355801165,0.164771631,0.173584431,0.26380983,0.042032938,202,3
1632,NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.385239601,0.074850865,0.086691141,0.386348188,0.06687022,147,3
1633,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.513834238,0.090716012,0.043071903,0.339874506,0.012503283,425,3
1634,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.257144988,0.164750308,0.038645457,0.501287222,0.038172025,356,3
1635,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.047693945,0.490074188,0.026936159,0.244610593,0.190685138,243,3
1636,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.177485228,0.186836407,0.038045608,0.559245706,0.038387042,7,3
1637,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.016127994,0.677466393,0.055497311,0.044578053,0.20633027,310,3
1638,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.200470656,0.053116769,0.072174571,0.629525185,0.044712834,261,3
1639,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.149874598,0.473318964,0.057396196,0.262990773,0.056419484,147,3
1640,P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.159106597,0.135472864,0.153548896,0.486421406,0.065450259,138,3
1641,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.524887204,0.128441364,0.0325404,0.297014296,0.017116783,164,3
1642,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.38038218,0.288211405,0.070081815,0.233928144,0.027396467,242,3
1643,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.326745391,0.235080987,0.10733287,0.312012255,0.018828467,59,3
1644,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.225668192,0.460969985,0.035532083,0.243125305,0.03470438,191,3
1645,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.505851924,0.114057675,0.082820989,0.260935158,0.036334265,988,3
1646,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.215306371,0.154193938,0.07298559,0.482489944,0.075024106,252,3
1647,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.587189972,0.0741987,0.099084631,0.220455334,0.019071385,152,3
1648,N,DISAGREEMENT,SUBJECTIVE,72,IRONIC,0.1717415,0.130544454,0.358281583,0.265546054,0.07388638,259,3
1649,P,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.173326716,0.29910937,0.318721652,0.150010854,0.058831427,93,3
1650,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.585221529,0.046377774,0.047486879,0.277787626,0.043126199,523,3
1651,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.573841512,0.043425892,0.037563503,0.327453852,0.017715186,898,3
1652,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.534566939,0.068481803,0.29054752,0.075064048,0.031339657,488,3
1653,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.48007834,0.113387167,0.134957448,0.240005374,0.031571701,235,3
1654,P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.554346442,0.119410463,0.09069176,0.226202756,0.009348557,97,3
1655,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.242806599,0.151008427,0.023921549,0.506113648,0.076149762,106,3
1656,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.109408662,0.130917132,0.021818429,0.358488053,0.379367769,127,3
1657,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.380531251,0.120462015,0.052845508,0.385851353,0.060309809,212,3
1658,P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.47832948,0.195672393,0.038778022,0.250143349,0.037076768,321,3
1659,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.307410061,0.186705947,0.124524727,0.348511517,0.032847703,439,3
1660,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.200579181,0.158266053,0.078969523,0.456913352,0.105271921,143,3
1661,N,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.167173728,0.209268555,0.200611562,0.398915648,0.024030529,113,3
1662,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.183601618,0.037216343,0.040557038,0.170007437,0.568617582,488,3
1663,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.224749088,0.187242284,0.077974163,0.244487643,0.265546829,36,3
1664,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.548911572,0.07133463,0.0244893,0.323632538,0.031631947,109,3
1665,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.437333882,0.085056834,0.077293143,0.297471583,0.102844544,77,3
1666,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.465482831,0.204770431,0.093267605,0.198225364,0.038253799,330,3
1667,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.525487065,0.030127032,0.081859231,0.336456537,0.026070131,187,3
1668,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.437711865,0.102560595,0.143635303,0.263602674,0.052489556,171,3
1669,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.118352979,0.063346989,0.063833058,0.134489834,0.619977117,173,3
1670,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.307890743,0.230094492,0.055810399,0.350052416,0.056151934,515,3
1671,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.234733611,0.209734708,0.125339061,0.408883035,0.02130961,67,3
1672,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.06566298,0.381415039,0.228975669,0.108582623,0.215363681,417,3
1673,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.121922746,0.193097487,0.145280853,0.203888088,0.33581084,188,3
1674,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.416564822,0.110400498,0.052926384,0.360840976,0.05926732,176,3
1675,P,DISAGREEMENT,SUBJECTIVE,79,IRONIC,0.578020811,0.080479175,0.068791434,0.21529153,0.057417065,82,3
1676,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.841694832,0.025694709,0.015972,0.10222064,0.014417822,217,3
1677,NEU,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.271688998,0.428255498,0.097003043,0.167056352,0.035996072,69,3
1678,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.684546649,0.030735876,0.046919014,0.171076953,0.066721521,68,3
1679,N+,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.618010581,0.051895007,0.060066707,0.225638777,0.044388935,367,3
1680,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.101620317,0.317643821,0.11824362,0.226269931,0.236222327,111,3
1681,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.150656611,0.078330636,0.122670427,0.354245484,0.294096857,83,3
1682,N,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.536451459,0.039468985,0.034396611,0.205959558,0.183723345,75,3
1683,P,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.551216066,0.195145816,0.041447207,0.155469045,0.056721885,170,3
1684,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.492839575,0.090765409,0.141453803,0.226884663,0.048056591,266,3
1685,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.693132758,0.074671574,0.089047685,0.140404582,0.002743376,86,3
1686,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.686418414,0.078044906,0.071330667,0.140397131,0.023808852,60,3
1687,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.086447999,0.179244265,0.107483491,0.57005775,0.056766495,105,3
1688,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.613726974,0.077506654,0.04031463,0.229419366,0.03903247,58,3
1689,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.212272167,0.254965663,0.051166266,0.384039462,0.097556442,47,3
1690,NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.546060979,0.048760451,0.053437874,0.258938372,0.092802308,127,3
1691,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.494532764,0.122617088,0.043151714,0.28483665,0.054861769,47,3
1692,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.058859184,0.296052188,0.090583503,0.141817495,0.412687629,55,3
1693,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.163867965,0.312454879,0.05320644,0.292739153,0.177731574,154,3
1694,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.293793797,0.108436055,0.07038343,0.475652516,0.051734161,42,3
1695,N,AGREEMENT,SUBJECTIVE,90,IRONIC,0.138237834,0.286037356,0.22665143,0.291569442,0.05750389,50,3
1696,P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.366393834,0.238612026,0.110125713,0.272950709,0.011917762,63,3
1697,NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.492959499,0.108313851,0.053660199,0.294030696,0.051035721,33,3
1698,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.622989535,0.081654593,0.092686519,0.153057709,0.049611669,120,3
1699,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.413204879,0.079215974,0.118976712,0.336642861,0.051959578,99,3
1700,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.342334032,0.198902071,0.114392191,0.266623318,0.077748418,32,3
1701,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.117345408,0.438830078,0.112489641,0.312278926,0.019055948,63,4
1702,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.607148826,0.048001643,0.148309797,0.185311615,0.011228094,74,4
1703,P+,AGREEMENT,SUBJECTIVE,80,IRONIC,0.261104316,0.207907826,0.113187268,0.286947846,0.130852774,97,4
1704,P+,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.427977264,0.164274141,0.066434413,0.277649045,0.063665144,37,4
1705,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.277425468,0.099856779,0.026680253,0.459814966,0.136222497,144,4
1706,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.115050286,0.588907063,0.102441922,0.143016621,0.0505841,21,4
1707,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.02364523,0.794227719,0.019766351,0.087895364,0.074465379,28,4
1708,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.258044809,0.179581434,0.046457767,0.149008334,0.366907686,108,4
1709,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.151267096,0.59067595,0.066749088,0.135439664,0.055868197,167,4
1710,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.477953911,0.106669858,0.068323389,0.32823205,0.018820796,111,4
1711,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.593189478,0.060079999,0.104459152,0.230600238,0.011671125,169,4
1712,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.557776928,0.088709444,0.128673702,0.150371164,0.074468777,64,4
1713,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.230949879,0.409535646,0.148816109,0.162683159,0.048015188,127,4
1714,N,DISAGREEMENT,SUBJECTIVE,71,IRONIC,0.799788654,0.058172159,0.026163569,0.089514062,0.026361531,113,4
1715,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.354845285,0.162085414,0.07266736,0.275265962,0.135135993,228,4
1716,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.28946504,0.22988677,0.109058991,0.288247198,0.083342023,105,4
1717,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.435396314,0.08215297,0.118779793,0.199052706,0.164618224,99,4
1718,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.578565955,0.136010781,0.036660697,0.185649365,0.063113175,43,4
1719,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.209157884,0.25560841,0.059911169,0.224856764,0.25046581,45,4
1720,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.096732289,0.470249772,0.052128281,0.227191284,0.153698444,256,4
1721,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.543655634,0.087036282,0.117614254,0.203818277,0.047875538,47,4
1722,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.075061865,0.503885388,0.086655758,0.155049413,0.179347545,40,4
1723,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.170164198,0.512458742,0.080738842,0.142161354,0.094476856,100,4
1724,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.10384085,0.472560525,0.108977355,0.253897548,0.06072367,81,4
1725,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.406307161,0.161006242,0.089741379,0.307329237,0.035615988,61,4
1726,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.070645899,0.328099489,0.04329465,0.146276325,0.411683619,156,4
1727,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.385088056,0.17188181,0.088498563,0.305187702,0.049343906,44,4
1728,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.618458211,0.046871167,0.032855783,0.280787826,0.021026986,428,4
1729,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.052491568,0.692193031,0.03178551,0.182272494,0.041257367,113,4
1730,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.686750293,0.14514558,0.011228391,0.142693415,0.014182305,127,4
1731,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.493433774,0.107873105,0.039887171,0.325137377,0.033668537,167,4
1732,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.29725942,0.261980116,0.065087236,0.297968596,0.077704675,96,4
1733,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.338541299,0.029141815,0.34136796,0.280850291,0.01009862,62,4
1734,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.079796895,0.495644331,0.056175087,0.175303966,0.19307974,103,4
1735,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.099585652,0.453814387,0.142480895,0.125522196,0.178596884,224,4
1736,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.46891892,0.087382741,0.078448758,0.351401865,0.013847673,98,4
1737,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.33228144,0.132788569,0.119233042,0.339878798,0.075818174,80,4
1738,NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.244218618,0.16445668,0.092385739,0.379656076,0.119282894,39,4
1739,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.209959671,0.207416996,0.297889173,0.161835849,0.122898333,55,4
1740,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.201656178,0.440410316,0.029298782,0.176580101,0.152054653,119,4
1741,P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.297725499,0.269730687,0.069021374,0.276526034,0.086996391,145,4
1742,P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.088181108,0.201916948,0.210764244,0.174686506,0.324451208,86,4
